,age,workclass,fnlwgt,education,education_num,marital_status,occupation,relationship,race,sex,capital_gain,capital_loss,hours_per_week,native_country,income
18445,68, Private,90730, HS-grad,13, Separated, Sales, Not-in-family, White, Male,0,1887,40, United-States, <=50K
18446,59, Private,208598, HS-grad,13, Married-civ-spouse, Tech-support, Husband, White, Female,0,0,40, United-States, <=50K
18447,45, Private,48087, HS-grad,13, Divorced, Prof-specialty, Own-child, White, Female,0,0,40, United-States, <=50K
18448,52, Self-emp-not-inc,207782, Assoc-acdm,8, Divorced, Transport-moving, Not-in-family, White, Male,5013,2377,38, United-States, >50K
18449,49, Private,189759, 7th-8th,9, Divorced, Adm-clerical, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, >50K
18450,30, Private,220187, HS-grad,16, Never-married, Other-service, Other-relative, White, Female,0,0,43, United-States, >50K
18451,20, Federal-gov,178615, Some-college,9, Married-civ-spouse, Prof-specialty, Other-relative, White, Male,0,0,40, United-States, <=50K
18452,44, Self-emp-not-inc,162551, HS-grad,13, Divorced, Exec-managerial, Not-in-family, White, Male,0,0,48, United-States, <=50K
18453,64, Federal-gov,136331, Some-college,14, Never-married, Exec-managerial, Own-child, Black, Female,0,0,38, United-States, >50K
18454,27, Private,183542, HS-grad,9, Widowed, Prof-specialty, Not-in-family, White, Male,0,0,70, Honduras, >50K
18455,22, State-gov,117816, Assoc-acdm,9, Never-married, Handlers-cleaners, Not-in-family, White, Female,0,0,77, United-States, >50K
18456,36, Private,244661, Prof-school,9, Married-civ-spouse, Adm-clerical, Not-in-family, Black, Female,0,0,40, United-States, >50K
18457,48, Private,213842, HS-grad,13, Never-married, Craft-repair, Husband, White, Male,0,0,7, United-States, <=50K
18458,41, Private,95255, HS-grad,13, Never-married, Adm-clerical, Own-child, Black, Female,0,0,50, United-States, >50K
18459,27, Private,240922, 11th,13, Married-civ-spouse, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
18460,19, Local-gov,156417, HS-grad,11, Widowed, Exec-managerial, Unmarried, White, Female,0,0,40, United-States, <=50K
18461,52, Private,259531, 10th,14, Never-married, Farming-fishing, Husband, White, Male,0,0,40, United-States, <=50K
18462,38, Private,447066, Masters,13, Divorced, Machine-op-inspct, Not-in-family, White, Female,0,0,85, United-States, >50K
18463,20, State-gov,204042, Bachelors,13, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
18464,60, State-gov,106153, Bachelors,8, Never-married, Exec-managerial, Wife, White, Female,2176,0,40, United-States, <=50K
18465,40, Private,215373, Bachelors,9, Married-civ-spouse, Farming-fishing, Other-relative, Amer-Indian-Eskimo, Female,0,0,20, Italy, >50K
18466,26, Private,148291, Some-college,13, Never-married, Craft-repair, Unmarried, White, Male,0,0,40, United-States, <=50K
18467,50, Private,167501, Assoc-voc,9, Never-married, Machine-op-inspct, Not-in-family, White, Female,0,0,50, United-States, <=50K
18468,41, Federal-gov,119411, Masters,13, Separated, Prof-specialty, Not-in-family, Asian-Pac-Islander, Male,0,0,61, United-States, >50K
18469,18, State-gov,338632, HS-grad,5, Never-married, Handlers-cleaners, Own-child, White, Female,0,0,45, United-States, >50K
18470,23, State-gov,162249, 11th,13, Married-civ-spouse, Farming-fishing, Husband, White, Female,0,0,50, United-States, >50K
18471,54, Self-emp-inc,112158, HS-grad,10, Never-married, Other-service, Not-in-family, White, Male,0,0,55, United-States, <=50K
18472,68, Federal-gov,97939, Bachelors,13, Married-civ-spouse, Other-service, Husband, White, Male,0,0,5, United-States, <=50K
18473,34, Private,112854, 10th,10, Never-married, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, <=50K
18474,51, Private,154405, Bachelors,10, Never-married, Craft-repair, Unmarried, White, Female,0,0,40, United-States, <=50K
18475,35, Private,138497, HS-grad,1, Widowed, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, >50K
18476,51, Private,417136, HS-grad,9, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, >50K
18477,50, Local-gov,169583, HS-grad,9, Separated, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
18478,44, Private,151089, Some-college,9, Never-married, Craft-repair, Own-child, White, Male,0,0,40, United-States, >50K
18479,38, Private,292639, Bachelors,9, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, <=50K
18480,28, Private,275818, HS-grad,9, Married-civ-spouse, Exec-managerial, Wife, White, Male,0,0,40, United-States, >50K
18481,25, Private,187479, HS-grad,13, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18482,49, Private,114401, HS-grad,14, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, >50K
18483,29, Never-worked,235795, HS-grad,8, Never-married, Craft-repair, Unmarried, Black, Female,2407,0,65, Honduras, <=50K
18484,47, Private,170850, 9th,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18485,35, Private,198196, Some-college,15, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,44, United-States, >50K
18486,20, Self-emp-not-inc,162494, 11th,10, Married-civ-spouse, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, >50K
18487,41, Private,172496, Bachelors,9, Married-civ-spouse, Exec-managerial, Unmarried, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18488,64, Private,25505, HS-grad,12, Never-married, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
18489,32, Private,174662, Bachelors,13, Never-married, Prof-specialty, Husband, Black, Male,0,0,40, United-States, <=50K
18490,30, Self-emp-not-inc,154405, Prof-school,10, Divorced, Protective-serv, Wife, White, Female,0,0,55, United-States, >50K
18491,21, Private,213378, 7th-8th,5, Divorced, Prof-specialty, Wife, White, Male,0,0,20, Haiti, >50K
18492,55, Local-gov,415354, Bachelors,16, Never-married, Craft-repair, Not-in-family, Asian-Pac-Islander, Female,0,0,60, United-States, >50K
18493,44, Private,256522, Assoc-acdm,9, Divorced, Exec-managerial, Husband, White, Male,0,0,40, United-States, >50K
18494,39, Self-emp-inc,138504, HS-grad,11, Never-married, Prof-specialty, Own-child, White, Female,0,0,40, United-States, >50K
18495,20, Federal-gov,312766, HS-grad,13, Married-civ-spouse, Adm-clerical, Not-in-family, White, Female,0,0,55, United-States, >50K
18496,34, Private,198813, Some-college,8, Married-civ-spouse, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18497,24, ?,264939, HS-grad,10, Divorced, Sales, Own-child, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18498,69, Private,119170, HS-grad,13, Never-married, Sales, Own-child, White, Female,0,0,70, United-States, <=50K
18499,68, State-gov,284763, Assoc-acdm,10, Divorced, Handlers-cleaners, Other-relative, White, Female,0,0,40, United-States, >50K
18500,35, Local-gov,156417, HS-grad,10, Married-civ-spouse, Adm-clerical, Other-relative, White, Female,0,0,50, United-States, >50K
18501,50, Private,203776, 10th,9, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
18502,71, Private,109814, HS-grad,11, Never-married, Sales, Not-in-family, White, Female,0,0,50, United-States, <=50K
18503,63, Private,377374, Assoc-acdm,3, Married-civ-spouse, Adm-clerical, Husband, White, Female,0,2149,30, United-States, >50K
18504,54, Self-emp-inc,410543, Prof-school,15, Married-civ-spouse, Exec-managerial, Husband, White, Female,0,0,40, United-States, <=50K
18505,33, Private,19410, HS-grad,11, Divorced, Tech-support, Not-in-family, Black, Male,5721,0,2, Germany, <=50K
18506,35, Private,124265, 10th,12, Married-civ-spouse, Exec-managerial, Own-child, Asian-Pac-Islander, Female,0,1573,40, United-States, <=50K
18507,19, Self-emp-inc,326048, 12th,14, Divorced, Other-service, Wife, Other, Female,0,0,15, United-States, >50K
18508,34, Private,331651, HS-grad,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,60, United-States, <=50K
18509,21, Private,141795, Masters,13, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,40, Trinadad&Tobago, <=50K
18510,37, Private,92008, 5th-6th,14, Widowed, Tech-support, Husband, White, Female,0,2001,50, Guatemala, >50K
18511,45, Private,112627, HS-grad,9, Divorced, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18512,85, Private,250201, HS-grad,13, Divorced, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,20, United-States, <=50K
18513,36, Private,69525, Doctorate,13, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,7443,0,40, United-States, >50K
18514,38, Private,112291, HS-grad,9, Married-civ-spouse, Sales, Own-child, White, Female,0,0,40, United-States, <=50K
18515,27, Private,234057, HS-grad,15, Never-married, Exec-managerial, Unmarried, White, Male,0,0,35, United-States, >50K
18516,41, Local-gov,174283, Prof-school,9, Widowed, Machine-op-inspct, Unmarried, White, Male,0,0,30, United-States, >50K
18517,58, Private,88019, Bachelors,8, Widowed, Transport-moving, Wife, Asian-Pac-Islander, Male,3887,0,41, United-States, <=50K
18518,48, Private,225859, HS-grad,10, Never-married, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
18519,27, State-gov,349365, 10th,9, Separated, Handlers-cleaners, Own-child, White, Male,0,0,40, United-States, <=50K
18520,50, Private,36990, Some-college,9, Married-civ-spouse, Prof-specialty, Not-in-family, White, Female,0,0,50, United-States, >50K
18521,79, Private,183585, Some-college,16, Never-married, Prof-specialty, Wife, White, Female,0,0,50, United-States, >50K
18522,41, Private,191130, Masters,13, Married-civ-spouse, Sales, Husband, Black, Male,0,0,50, United-States, <=50K
18523,18, Private,200904, Some-college,4, Never-married, Prof-specialty, Husband, White, Female,0,0,21, United-States, <=50K
18524,26, Private,192596, 11th,12, Divorced, Craft-repair, Husband, Asian-Pac-Islander, Male,0,0,7, United-States, <=50K
18525,76, Private,198797, Some-college,13, Never-married, Machine-op-inspct, Own-child, White, Male,0,0,40, United-States, <=50K
18526,60, Private,175674, HS-grad,10, Never-married, Protective-serv, Husband, White, Female,0,0,40, United-States, <=50K
18527,32, Private,363630, HS-grad,13, Never-married, Other-service, Own-child, White, Female,0,0,40, United-States, <=50K
18528,49, Private,97215, Masters,13, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18529,23, Private,229376, Bachelors,9, Divorced, Prof-specialty, Husband, White, Male,0,0,40, United-States, <=50K
18530,25, Private,281209, HS-grad,6, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,60, United-States, <=50K
18531,21, Private,171050, 10th,9, Divorced, Sales, Husband, White, Male,0,0,25, United-States, <=50K
18532,81, Self-emp-not-inc,136077, Bachelors,13, Divorced, Craft-repair, Not-in-family, White, Female,0,0,74, United-States, >50K
18533,23, Never-worked,171409, Some-college,15, Divorced, Farming-fishing, Own-child, White, Male,0,0,48, United-States, <=50K
18534,39, Private,205939, Assoc-voc,10, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18535,46, Private,96421, HS-grad,10, Divorced, Prof-specialty, Husband, White, Male,0,0,33, Taiwan, >50K
18536,20, Private,133696, Some-college,10, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, <=50K
18537,61, Private,24763, 5th-6th,10, Divorced, Craft-repair, Not-in-family, White, Male,4064,0,48, United-States, <=50K
18538,42, Private,120933, HS-grad,10, Divorced, Protective-serv, Husband, White, Female,3908,0,55, United-States, >50K
18539,34, Private,93318, Some-college,13, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, <=50K
18540,38, Private,108435, Masters,13, Married-civ-spouse, Handlers-cleaners, Husband, White, Female,0,0,40, United-States, >50K
18541,30, Private,209535, 9th,16, Divorced, Tech-support, Not-in-family, White, Female,0,0,40, United-States, >50K
18542,46, Private,138852, Some-college,9, Married-civ-spouse, Sales, Unmarried, White, Male,0,0,20, United-States, >50K
18543,19, Private,48087, Some-college,13, Married-civ-spouse, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, >50K
18544,34, Private,166740, Masters,13, Divorced, Other-service, Husband, White, Female,0,0,40, United-States, >50K
18545,36, Private,181666, HS-grad,10, Divorced, Sales, Husband, White, Male,0,0,40, United-States, <=50K
18546,63, Private,187203, 7th-8th,9, Married-civ-spouse, Farming-fishing, Not-in-family, Black, Female,0,0,40, Thailand, >50K
18547,70, Private,288771, 11th,16, Never-married, Machine-op-inspct, Own-child, White, Female,0,1408,55, United-States, <=50K
18548,64, Private,293691, Assoc-acdm,16, Never-married, Sales, Not-in-family, White, Female,0,0,25, United-States, >50K
18549,28, Private,225750, Some-college,14, Never-married, Craft-repair, Not-in-family, White, Female,0,0,50, ?, <=50K
18550,25, Local-gov,373469, Bachelors,5, Never-married, Craft-repair, Not-in-family, White, Male,0,0,70, United-States, >50K
18551,35, Private,127894, Some-college,14, Never-married, Other-service, Own-child, White, Male,0,0,40, Mexico, <=50K
18552,24, Private,249096, Some-college,13, Married-civ-spouse, ?, Own-child, White, Male,0,0,48, United-States, <=50K
18553,62, Private,100345, HS-grad,12, Married-civ-spouse, Other-service, Own-child, White, Female,0,1564,11, United-States, <=50K
18554,18, Private,334409, 10th,9, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,38, United-States, >50K
18555,40, State-gov,215190, HS-grad,13, Never-married, Other-service, Not-in-family, Black, Female,0,0,60, United-States, >50K
18556,27, Private,181091, Some-college,9, Never-married, Craft-repair, Not-in-family, White, Male,0,0,40, United-States, <=50K
18557,40, Private,206139, HS-grad,5, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
18558,42, Private,21626, HS-grad,10, Widowed, Farming-fishing, Wife, White, Male,0,1848,40, United-States, <=50K
18559,18, Private,224947, HS-grad,4, Never-married, Sales, Own-child, White, Female,0,0,32, United-States, <=50K
18560,33, Private,46087, Some-college,5, Never-married, Tech-support, Not-in-family, White, Female,0,0,40, United-States, <=50K
18561,59, State-gov,243569, Assoc-acdm,13, Never-married, Prof-specialty, Not-in-family, White, Male,2174,0,40, Dominican-Republic, <=50K
18562,23, Private,128392, HS-grad,14, Divorced, Craft-repair, Husband, White, Female,0,0,58, United-States, >50K
18563,31, Private,181317, 11th,10, Divorced, Adm-clerical, Husband, White, Female,0,0,40, United-States, <=50K
18564,39, Self-emp-not-inc,114508, Assoc-voc,10, Divorced, Prof-specialty, Own-child, Black, Male,25124,2149,10, Cambodia, <=50K
18565,41, Local-gov,154779, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Not-in-family, White, Female,0,0,45, United-States, <=50K
18566,34, Private,217019, Preschool,9, Never-married, Transport-moving, Wife, White, Female,0,0,30, El-Salvador, >50K
18567,53, Private,38240, Some-college,9, Divorced, Machine-op-inspct, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, >50K
18568,54, Federal-gov,192768, Some-college,1, Never-married, Tech-support, Own-child, White, Female,0,0,82, United-States, >50K
18569,67, Local-gov,37289, Bachelors,9, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, <=50K
18570,75, Private,193720, Some-college,9, Married-civ-spouse, Sales, Other-relative, White, Male,0,2001,15, Mexico, >50K
18571,36, Private,306473, 9th,12, Never-married, Farming-fishing, Not-in-family, White, Female,4508,1628,25, ?, >50K
18572,30, State-gov,65225, 11th,5, Married-spouse-absent, Prof-specialty, Other-relative, White, Male,15024,0,10, Ireland, <=50K
18573,38, State-gov,254285, Some-college,10, Divorced, Prof-specialty, Not-in-family, White, Female,0,0,45, United-States, <=50K
18574,47, Private,152540, Doctorate,10, Never-married, Other-service, Not-in-family, White, Male,0,0,40, United-States, >50K
18575,20, ?,373403, Bachelors,6, Divorced, Transport-moving, Not-in-family, White, Female,25236,0,40, United-States, >50K
18576,34, ?,330874, Prof-school,11, Married-civ-spouse, Protective-serv, Husband, White, Female,14084,0,42, United-States, >50K
18577,36, Private,127273, HS-grad,9, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,40, United-States, <=50K
18578,33, Private,417668, Assoc-acdm,11, Never-married, Exec-managerial, Not-in-family, White, Female,0,0,8, Honduras, >50K
18579,57, Private,223515, HS-grad,11, Married-civ-spouse, Other-service, Unmarried, White, Male,0,0,40, United-States, >50K
18580,60, ?,224644, Bachelors,16, Never-married, Craft-repair, Not-in-family, White, Female,0,0,35, United-States, >50K
18581,62, Private,188982, Bachelors,13, Married-civ-spouse, Sales, Not-in-family, White, Female,0,0,33, ?, >50K
18582,48, Private,210991, Some-college,9, Never-married, Transport-moving, Own-child, White, Male,0,0,40, United-States, >50K
18583,39, Private,167678, 10th,4, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,40, United-States, >50K
18584,28, Private,193090, Assoc-acdm,10, Divorced, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18585,26, Private,86143, Prof-school,13, Widowed, Craft-repair, Wife, White, Male,0,1944,35, South, >50K
18586,24, Private,217200, Bachelors,9, Never-married, ?, Husband, White, Female,0,0,30, ?, <=50K
18587,78, ?,167536, HS-grad,3, Married-AF-spouse, Adm-clerical, Unmarried, White, Female,1424,0,32, United-States, <=50K
18588,52, Private,201631, Assoc-voc,9, Never-married, Protective-serv, Not-in-family, Asian-Pac-Islander, Male,0,0,24, India, >50K
18589,60, Private,76767, Bachelors,3, Divorced, Other-service, Own-child, White, Male,0,0,45, United-States, >50K
18590,28, Local-gov,282674, Some-college,13, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,60, United-States, >50K
18591,36, Private,227236, Bachelors,9, Divorced, Handlers-cleaners, Own-child, White, Female,0,0,50, United-States, <=50K
18592,61, Self-emp-not-inc,117555, HS-grad,10, Never-married, Machine-op-inspct, Not-in-family, White, Male,0,0,55, United-States, >50K
18593,51, Self-emp-inc,181337, Some-college,6, Never-married, Prof-specialty, Husband, White, Female,3781,0,35, Hong, <=50K
18594,23, State-gov,291374, Assoc-acdm,5, Never-married, Adm-clerical, Not-in-family, White, Female,0,0,97, United-States, <=50K
18595,22, Private,91299, Some-college,9, Divorced, Adm-clerical, Not-in-family, White, Male,0,0,40, United-States, <=50K
18596,45, Private,301867, Assoc-acdm,14, Never-married, Handlers-cleaners, Own-child, Black, Female,0,0,35, United-States, <=50K
18597,47, Private,204752, Bachelors,16, Never-married, Prof-specialty, Not-in-family, White, Female,0,0,40, United-States, >50K
18598,60, Private,30824, Bachelors,13, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18599,34, Private,281425, HS-grad,13, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18600,30, Private,209609, Bachelors,10, Never-married, ?, Husband, White, Male,0,0,40, United-States, >50K
18601,47, Private,235862, Some-college,9, Never-married, Machine-op-inspct, Wife, White, Male,0,0,70, United-States, <=50K
18602,64, Private,84375, Some-college,10, Never-married, Craft-repair, Unmarried, White, Female,0,0,12, United-States, <=50K
18603,35, Self-emp-inc,39609, Assoc-voc,15, Divorced, Sales, Not-in-family, Asian-Pac-Islander, Female,0,0,35, United-States, <=50K
18604,78, Private,304651, HS-grad,10, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, <=50K
18605,42, ?,259300, 7th-8th,4, Married-civ-spouse, ?, Not-in-family, Black, Male,0,0,40, United-States, <=50K
18606,54, Private,454508, Some-college,13, Divorced, Prof-specialty, Own-child, White, Male,0,0,40, United-States, <=50K
18607,23, Private,287681, Prof-school,14, Separated, Sales, Other-relative, White, Male,4787,0,28, Mexico, <=50K
18608,37, State-gov,189265, Bachelors,10, Married-civ-spouse, Machine-op-inspct, Wife, White, Female,0,0,50, United-States, >50K
18609,46, Private,592930, Some-college,4, Never-married, Prof-specialty, Unmarried, White, Female,0,0,40, United-States, <=50K
18610,28, Private,363630, HS-grad,13, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,42, United-States, <=50K
18611,27, ?,135647, Some-college,10, Married-civ-spouse, Adm-clerical, Husband, Black, Female,0,0,40, United-States, <=50K
18612,35, Private,202683, Bachelors,9, Married-civ-spouse, Craft-repair, Unmarried, Asian-Pac-Islander, Female,2202,0,40, Japan, <=50K
18613,30, Private,124137, HS-grad,13, Married-civ-spouse, Machine-op-inspct, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
18614,57, Private,104842, HS-grad,10, Never-married, Adm-clerical, Husband, Asian-Pac-Islander, Female,0,0,38, United-States, <=50K
18615,42, Federal-gov,313945, HS-grad,3, Married-AF-spouse, Transport-moving, Unmarried, White, Male,0,0,12, United-States, >50K
18616,54, Private,125492, 9th,10, Never-married, Prof-specialty, Husband, Asian-Pac-Islander, Female,0,0,4, United-States, <=50K
18617,21, Private,356015, Bachelors,9, Divorced, Other-service, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18618,72, Private,432052, Bachelors,9, Married-civ-spouse, Exec-managerial, Not-in-family, Black, Female,0,0,60, United-States, <=50K
18619,53, Private,26987, Bachelors,9, Divorced, Adm-clerical, Not-in-family, White, Female,0,0,9, United-States, >50K
18620,25, Private,319271, Bachelors,4, Divorced, Handlers-cleaners, Unmarried, White, Male,0,2444,42, Cuba, >50K
18621,79, Private,122109, HS-grad,13, Married-civ-spouse, Adm-clerical, Unmarried, Asian-Pac-Islander, Female,0,0,45, United-States, <=50K
18622,36, Private,115677, HS-grad,12, Married-civ-spouse, Prof-specialty, Own-child, White, Male,0,0,55, United-States, <=50K
18623,67, ?,128640, Masters,6, Divorced, Prof-specialty, Wife, White, Female,0,0,35, United-States, >50K
18624,45, Private,361842, HS-grad,13, Widowed, Machine-op-inspct, Husband, White, Female,0,0,30, United-States, <=50K
18625,25, Local-gov,191027, 12th,12, Widowed, ?, Own-child, White, Female,0,0,40, United-States, <=50K
18626,42, Private,176647, Assoc-acdm,7, Divorced, Exec-managerial, Not-in-family, White, Female,0,0,40, United-States, >50K
18627,46, Private,87905, Some-college,9, Divorced, Machine-op-inspct, Unmarried, White, Female,0,0,35, United-States, >50K
18628,46, Private,144351, Assoc-voc,9, Never-married, Prof-specialty, Husband, White, Male,0,0,40, United-States, >50K
18629,30, Private,45781, Some-college,10, Never-married, Sales, Not-in-family, Black, Male,0,0,40, Cambodia, >50K
18630,25, Private,235442, HS-grad,2, Never-married, Prof-specialty, Unmarried, White, Male,0,2051,40, United-States, <=50K
18631,32, Private,33068, HS-grad,4, Never-married, Adm-clerical, Own-child, White, Female,0,0,40, United-States, <=50K
18632,29, Federal-gov,348099, Masters,12, Divorced, Prof-specialty, Husband, Other, Male,0,0,35, United-States, <=50K
18633,58, Private,114648, 11th,10, Never-married, Prof-specialty, Own-child, Asian-Pac-Islander, Female,0,0,40, United-States, >50K
18634,25, Private,27415, Doctorate,9, Divorced, Tech-support, Own-child, Black, Female,0,0,40, United-States, <=50K
18635,48, Private,123983, Some-college,9, Separated, Machine-op-inspct, Not-in-family, White, Male,0,0,60, Taiwan, <=50K
18636,83, Private,297906, HS-grad,10, Never-married, Machine-op-inspct, Not-in-family, White, Female,4386,0,40, United-States, >50K
18637,20, Self-emp-not-inc,279914, Bachelors,10, Married-civ-spouse, Other-service, Not-in-family, White, Female,0,0,50, United-States, <=50K
18638,61, Private,181070, 12th,9, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,15, United-States, <=50K
18639,37, Private,297735, Some-college,8, Separated, Adm-clerical, Wife, Asian-Pac-Islander, Male,0,0,7, United-States, >50K
18640,48, Private,271521, HS-grad,9, Never-married, Craft-repair, Husband, White, Male,0,0,20, United-States, <=50K
18641,17, Private,124639, Assoc-voc,13, Married-civ-spouse, Sales, Unmarried, White, Female,0,0,38, United-States, <=50K
18642,44, Private,285335, Prof-school,14, Never-married, Adm-clerical, Unmarried, White, Female,0,0,40, United-States, <=50K
18643,54, Private,119429, HS-grad,4, Never-married, Transport-moving, Husband, White, Male,0,0,40, United-States, >50K
18644,30, Private,187881, HS-grad,10, Married-spouse-absent, ?, Unmarried, White, Female,0,0,48, United-States, <=50K
18645,30, Private,231826, Assoc-voc,14, Married-civ-spouse, Craft-repair, Husband, White, Male,0,0,40, United-States, <=50K
18646,73, Private,141858, Some-college,9, Never-married, ?, Not-in-family, White, Male,0,0,1, United-States, <=50K
18647,29, Private,340982, 10th,9, Divorced, Prof-specialty, Husband, White, Female,0,0,40, United-States, <=50K
18648,30, Private,180342, Bachelors,13, Married-civ-spouse, Prof-specialty, Unmarried, White, Female,0,0,50, United-States, <=50K
18649,54, ?,97870, Assoc-acdm,8, Widowed, Craft-repair, Husband, White, Male,2635,0,16, United-States, >50K
18650,18, Private,200559, Assoc-acdm,13, Never-married, Transport-moving, Wife, White, Female,5013,2163,50, United-States, >50K
18651,33, Private,140477, HS-grad,10, Never-married, Craft-repair, Wife, Asian-Pac-Islander, Male,0,0,40, United-States, <=50K
18652,74, Private,255647, HS-grad,15, Never-married, Priv-house-serv, Unmarried, Black, Male,0,0,32, United-States, <=50K
18653,37, Private,249147, Some-college,9, Divorced, Exec-managerial, Own-child, White, Female,0,0,14, United-States, >50K
18654,44, Private,175069, 7th-8th,10, Married-civ-spouse, Prof-specialty, Husband, White, Female,0,0,40, United-States, >50K
18655,51, Private,239098, Some-college,10, Married-civ-spouse, Transport-moving, Not-in-family, White, Male,0,0,38, United-States, <=50K
18656,40, Private,403671, 9th,9, Divorced, Handlers-cleaners, Unmarried, White, Male,0,0,45, United-States, >50K
18657,51, Private,50048, Masters,13, Separated, Transport-moving, Unmarried, White, Male,0,0,40, United-States, >50K
18658,27, Private,95530, HS-grad,9, Never-married, Sales, Not-in-family, White, Male,0,0,8, United-States, <=50K
18659,53, Private,124076, Bachelors,10, Married-civ-spouse, Priv-house-serv, Husband, Asian-Pac-Islander, Female,0,0,40, United-States, <=50K
18660,41, Private,123053, Masters,13, Never-married, Machine-op-inspct, Husband, White, Male,0,0,40, United-States, <=50K
18661,34, Private,220789, Masters,10, Divorced, Sales, Husband, White, Female,0,0,40, United-States, >50K
18662,25, State-gov,83508, 7th-8th,6, Never-married, Sales, Not-in-family, White, Female,0,0,40, United-States, >50K
18663,75, Private,104112, 11th,13, Never-married, Exec-managerial, Husband, Black, Female,0,1977,42, United-States, <=50K
18664,29, Self-emp-inc,69640, 9th,14, Never-married, Craft-repair, Husband, Black, Male,0,0,40, United-States, >50K
18665,23, Local-gov,106028, 7th-8th,16, Never-married, Craft-repair, Not-in-family, White, Female,0,0,40, United-States, >50K
18666,40, Private,206681, Some-college,10, Never-married, ?, Not-in-family, White, Male,0,0,44, United-States, <=50K
18667,63, ?,220789, Bachelors,13, Married-civ-spouse, ?, Unmarried, White, Male,0,0,40, United-States, >50K
18668,39, Private,345006, Doctorate,9, Never-married, Prof-specialty, Not-in-family, White, Male,0,0,40, United-States, >50K
18669,24, Private,201822, HS-grad,9, Never-married, Adm-clerical, Husband, White, Male,0,0,40, United-States, >50K
18670,33, Private,348099, HS-grad,10, Divorced, Sales, Unmarried, White, Male,0,0,40, United-States, <=50K
18671,50, Private,198797, HS-grad,9, Divorced, Transport-moving, Unmarried, White, Male,0,0,20, United-States, <=50K
18672,52, Private,60639, HS-grad,13, Never-married, Other-service, Unmarried, White, Female,0,0,40, Canada, <=50K
18673,42, State-gov,101812, HS-grad,9, Married-civ-spouse, Adm-clerical, Not-in-family, Amer-Indian-Eskimo, Female,0,0,40, United-States, >50K
18674,23, Private,306985, HS-grad,10, Divorced, Machine-op-inspct, Husband, White, Female,0,0,50, United-States, <=50K
18675,39, Private,27956, HS-grad,10, Married-civ-spouse, Adm-clerical, Husband, White, Male,0,0,55, United-States, <=50K
18676,41, Private,271665, Some-college,11, Never-married, Handlers-cleaners, Not-in-family, Black, Female,0,0,40, United-States, <=50K
18677,74, State-gov,473836, 11th,13, Widowed, Transport-moving, Unmarried, White, Female,0,2258,43, United-States, >50K
